"sentiment","text"
"1","alhamdulillah pengurus gp ansor memfasilitasi layanan jaringan internet wifi secara gratis untuk anak sekolahterimakasih banyak ansorpedulipendidikan "
"0","kalian sekolah online ada yang nangis "
"1","sambut hut ke ri ansor polewali mandar beri layanan wifi gratis respect buat aksi sosial gp ansor ini kegiatan yg sangat positif patut dicontoh krn bs membantu anak sekolah dalam belajar online thx ansorpedulipendidikan"
"1","jangan khawatir kehabisan kortuta internet dimasa pandemi ini ansor sudah meluncurkan gerakan wifi gratis nasional alhamdulillah berkah selalu ansor ansorpedulipendidikan "
"1","belajar online adalah yang terbaik untuk tetap belajar namun tak harus tatap muka dan berkumpul di sekolah ansorpedulipendidikan "
"1","diantara masalah sekolah online yang lain paket internet dinilai menjadi permasalahan yang cukup serius untuk itu gp ansor mengeluarkan program wifi gratis untuk anak sekolah ansorpedulipendidikan "
"1","program wifi gratis dari gp ansor ini disambut dengan baik oleh masyarakat karena telah membantu menyelesaikan persoalan sekolah online dimasa pandemi ansorpedulipendidikan "
"0","sch boleh gak yaa bikin tanda tangan petisi gakuat sekolah online admin baca rules ya sayang ada di link bio "
"1","banyak bgt siswa yang kesulitan buat belajar jarak jauh karna selalu kehabisan kortuta internet nah alhamdulillah sekarang ansor membuat gerakan program gerakan wifi gratis nasional ansorpedulipendidikan "
"0","jadi kepikir ngapain adikku sekolah kalau dia lebih belajar saat les ya daripada sekolah aku ga pernah lihat dia sekolah online bobo mulu anaknya"
"1","alhamdulillah ansor membuat gerakan program gerakan wifi gratis nasionalbermamfaat sekali untuk pelajar ansorpedulipendidikan "
"1","gerakan wifi gratis akan dilakukan secara nasional dan telah dimulai di titik di seluruh indonesia dan ini akan terus beambah ansorpedulipendidikan "
"1","sekolah online mahal gp ansor gerakkan wifi gratis pada titik di indonesia dan akan terus beambah ansorpedulipendidikan "
"1","ansor membuat program wifi gratis untuk siswa sekolah ini ngebantu bgt buat pelajar yang kesulitan mengikuti pembelajaran jarak jauhnah karna keterbatasan biaya juga buat membeli kuota internet dimasa pandemi ansorpedulipendidikan "
"1","alhamdulilah ya ada wifi gratis yg membantu para pelajar belajar via daring biar ga beli kuota mulu ansorpedulipendidikan "
"1","demi menunjang pendidikan saat ini maka ansorpedulipendidikan memberikan bantuan berupa wifi gratis untuk para siswa siswi yang membutuhkan bantuan internet untuk sekolah online "
"1","untuk para siswa wilayah banten tidak perlu khawatir jika belum mempunyai fasilitas internet untuk sekolah online karena ansorpedulipendidikan sudah menyediakan akses wifi gratis di beberapa wilayah termasuk di banten "
"1","kita tahu dan paham betul bahwa aset terbesar bangsa adalah para siswa siswi sekolah maka ansorpedulipendidikan memberikan bantuan berupa wifi gratis dengan harapan para pelajar tdk lagi mengalami kesulitan saat sekolah online "
"1","saat ini begitu banyak orang tua yang khawatir akan jaringan internet untuk sekolah online namun tenang bersama ansorpedulipendidikan kini tidak perlu khawatir lagi karena ansor menyediakan wifi gratis untuk siswa siswi yang sekolah online "
"1","saat ini pendidikan di negara kita menerapkan sistem sekolah online maka siswa siswi perlu menggunakan internet jgn khawatir krn ansorpedulipendidikan sudah mempersiapkan wifi gratis untuk para pelajar "
"1","program ini menurut saya sangat baik sekali karena udah ngebantu banget bagi siswa yang sedang kesulitan ansorpedulipendidikan "
"1","selama masa pandemi anak anak sekolah belajar melalui daring dan banyak anak yang kesulitan belajar online karena keterbatasan kuota oleh karena itu ansor memberikan bantuan berupa wifi gratis mantul kan ansorpedulipendidikan "
"1","sekolah online faktanya banyak menyisakan persoalan di tengah masyarakat namun gp ansor telah meluncurkan wifi gratis loh ansorpedulipendidikan "
"1","gerakan ini berskala nasional dan saat ini telah dimulai berbagai daerah ansorpedulipendidikan "
"1","sekolah online yang mahal membuat gp ansor tidak tinggal diam ansorpedulipendidikan "
"1","sekolah online mahal ansor gerakkan wifi gratis nasional lewat ansorpedulipendidikan"
"1","ini guys ada info terbaru dari pcnu bahwa ada program wifi gratis untuk siswa semoga program ini bisa membantu semua ansorpedulipendidikan "
"1","program wifi gratis ini turut mendorong kepada seluruh jajaran elemen bangsa untuk saling memiliki rasa tanggung jawab bersama guna membantu kelancaran pelajaran jarak jauh ini ansorpedulipendidikan "
"1","pusat gerakan pemuda gp ansor telah meluncurkan program wifi gratis untuk siswa sekolah guna membantu siswa yang kesulitan mengikuti pembelajaran jarak jauh pjj dampak dari pandemi virus korona ansorpedulipendidikan "
"1","untuk skrg memang cukup sulit sekali untuk melakukan sekolah secara online apalagi untuk siswa yg kurang mampu untuk membeli kuota tapi semua bisa tenang karena pcnu sedang ada program wifi gratis untuk siswa shgga bisa membantu semua siswa se indonesia ansorpedulipendidikan "
"1","ga perlu deklarasi deklarasian ga perlu bikin maklumat ga perlu turun kejalan aksi nyata ansor bantu sesama bantu negara disaat pandemi dgn gerakkan wifi gratis nasional terimakasih ansorpedulipendidikan "
"1","dari kota hingga pelosok negeri gp ansor peduli terhadap dunia pendidikan dengan meluncurkan program wi fi gratis untuk menunjang proses belajar yg dimasa pandemi corona covid para siswa sekolah belajarnya online ansorpedulipendidikan "
"1","semoga kedepannya bukan hanya dititik titik tertentu saja yang kebagian wifi gratis tapi bisa diseluruh indonesia bahkan sampai ke daerah pelosok ansorpedulipendidikan "
"1","wah ansor emang peduli banget sama pendidikan anak bangsa dengan memberikan wifi gratis ansorpedulipendidikan "
"1","ayo para siswa lebih semangat lagi belajar online nya kan sdh dikasih fasilitas wifi gratis nasional untuk siswa sekolah dalam program ansorpedulipendidikan "
"1","kepedulian ansor memang sangat tepat karena wifi itu sangat diperlukan bagi siswa dan siswi ansorpedulipendidikan "
"1","untuk temen temen yg masih ada kesulitan dalam belajar online skrg udah ada program pcnu yang memberikan fasilitas wifi gratis untuk siswa sekolah agar bisa belajar secara online ansorpedulipendidikan "
"1","keren bgt gasihgp ansor ngasih wifi gratis buat adik kita yang sekolah onlinettp smgt yaaa ansorpedulipendidikan "
"1","wabah corona membuat semua aktivitas terganggu begitu juga kegiatan belajar mengajar yang dilakukan secara online otomatis butuh biaya tambahan untuk beli kuota ansor hadir memberi solusi dengan menggratiskan wi fi untuk siswa sekolah di provinsi ansorpedulipendidikan "
"1","ketua umum pimpinan pusat gp ansor yagut cholil qortumas mengatakanprogaram wifi gratis untuk siswa sekolahagar adik kita ttp bisa sekolahterimakasi ansorpedulipendidikan "
"1"," bener bgtt sbnrnya yang harus dikasihanin bukan siswanya tapi pemerintah pihak guru dan tenaga medis emg dikira bikin sekolah online gini gampang apa pemerintah jg mikirinnya susah kali apalagi guru yang gatau teknologi kita sebagai siswa mah enak tinggal tau jadi doang"
"1"," untuk saat ini setuju sih sma isi captionnya bener bukan gak mikirin mereka yg keterbatasan ekonomi dn susah ikut sekolah online tapi akan lebih jahat kita kalo maksa in ofline dn mereka yg bisa saja tetep sehat jadi kena corona "
"0","sekolah offline sambat sekolah online sambat kalau aku sambat depan ortu aku langsung dibilangin wes kono angon wedos kono "
"0","bocah lfh malah kebanyakan main kalo mau sekolah online jg atasnya pake seragam bawahnya pake celana legging barbie celana kolor sekolah ga mandi katanya yg penting cuci muka sikat gigi ini kita hidup di zaman apa sih "
"1"," gerakan pasang wifi di masjid masjid kita agar anak anak yang tidak punya kuota pulsa untuk sekolah online bisa belajar s "
"0","sekolah online absen telah terus di tulis a iya langsung kasih tugas padahal ada yg belum paham iya kuota abis iya minus nambah iya intinya konoha kapan selesai si jingan"
"1","hhh sama menurutku efektif atau enggaknya sekolah online ga semata semua hrs dilimpahkan ke guru tanggung jawab guru di segala keterbatasan udah dilakukan perihal bagi siswa efektif atau enggak ya tergantung dr effo mereka juga ilmunya kan buat kalian sendiri "
"1","beberapa peanyaan terkait materi pelajaran sekolah sudah ada yg mulai beanya dan terimakasih yang sudah beanya melalui grup whatsapp semoga ilmu yang di sampaikan terserap dgn baik bermanfaat ya berikut dokumentasi pembelajaran bimbel online melalui apps whatsapp "
"1","udah nyaman sekolah online pake baju senyamannya makan sambil pjj gas aja dan yang paling penting jadi lebih gampang manage waktu menurutku "
"1"," offline tpi krna gua asing bgt sama lingkungan sekolah gua buat skrg perefer online"
"0","semenjak sekolah online makan cuma sekali sehari pas malem gegara dikejar deadline "
"1"," aku juga kayanya naik grgr sekolah online hiks siap deh makasih kaa "
"1"," sekolah online kan karena keadaannya kaya gini jadi mau ga mau harus sekolah online kalo siswanya ngerasa bebas itu tanggung jawab masing masing gimana cara belajarnya yang jelas pemerintah udah coba kasi yang terbaik di masa pandemi gini "
"1"," ya bener pendapatnya urusan pendidikan kita emang tanggungjawab kita siswa cuma absen abis itu tidur maka mereka yg kek gtu juga di sekolah belum tentu serius belajar semua kembali ke pribadinya kalau emang niat belajar mau online mau offline bakal tetep serius "
"0","ya ampun beneran akhir ini sibuk banget pagi ngajarin adek gue sekolah online siangnya nguli thekking kadang bantuin mama gue sorenya nguli lagi trus malemnya jadi guru ngaji adek gue abis itu nguli lagi woi lah gue bukannya gak ngehype jh gue sibuk anjrit "
"1","gw cape banget sama orang yg protes sekolah online gini deh lu pada nurut dulu supaya corona ilang jangan keluyuran ikutin aturan kalo emang mau offline lagi kalo sekarang lu ngeluh g ngerti kalo belajar online ya mau gimana lagi kondisi g memungkinkan"
"0","ku menangisssssssss tolong lah buru sekolah tatap muka cape woyy sekolah online katahati janganremehkancovid rabuambyar "
"1","capek bgt ngomong sama org pinter huhu dik adik kalo sekolah pada yg bener yaa biar pinter nih kalo kayak kita yg rada pas pas an gini nanti kamu jadi mudah emosi mendengar org yg pada pinter ini ya dik semangat sekolah online ya gessasss "
"0","mau ga peduli juga gitu sama tugas tapi ga bisa udh muak bngt sebenernya sekolah online"
"0","ovehinking gue selama sekolah online gue tadi uda absen belom si mampus anjrit tugas gue belom malem ini deadline "
"1","tp serius man guru ga njuk enak an makan gaji buta sante atau yg kek kalian pikirin ibuku guru beliau hampir ga tidur tiap malem cuma buat ngurusin perkara sekolah dan tugas untuk murid bsk harinya lebih sibuk dr hari sblm online malahdan pagi sore ttp hrs dtg ke sekolah "
"1","hmm sebagai guru yo wis berusaha menyampaikan materi semaksimal mungkin guru ki yo sadar nek kurang efektif tapi yo gak mungkin to ya guru terus njaluk muride mangkat sekolah guru ki kerjane luwih abot yoen mergo belajar online durung nek muride ora manut sedih rasane "
"0"," seenggaknya klo offline otak online lah klo ky sekarang sekolah online otak offline"
"1","wah setuju banget aku pas liat ada berita itu muncul juga langsung kepikiran ya emang kalo ga online mau gimana kan emang lg pandemic dan pemerintah usahain solusi biar masih bisa sekolah kalo mau diliburin ntar malah tambah males yg ada "
"1","ngerasa ga sih lama lama lebih nyaman sekolah online enak bisa manage mau belajar apa aja terserah kita pake baju juga senyaman nya bisa sambil makan pisang goreng sama susu juga ga terlalu terikat deh hshshs agak ga exited buat sekolah offline "
"1","diperbolehkan tatap muka milenial kebijakan apa ini mempearuhkan nyawa orang tua senang karena nda harus lelah tenaga dan fasilitas utk sekolah online "
"1"," guru juga pengennya cepet sekolah offline karna ngerasain belajar online kurang maksimal segala macem belum lg kalo nemu murid yang susah dibilangin tp kok kayanya pada gak ngertii "
"0"," sekolah google belajaronline pelajar berseragam sma ini mengaku kendala mengenai sistem sekolah daring kurang lebih sama di berbagai penjuru indonesia di antaranya seperti kendala gadget kuota sinyal hingga kerap mati lampu "
"1","pengen lanjut riset gratis di jerman atau sekolah lanjutan gratis di jerman persiapkan dirimu dgn bhs jerman di ada kelas malemnya juga lho pendaftaran online more info wa stbaypiaba "
"1"," semoga menjadi lebih baik lagii dan cepat terlaksanakan soalnya ini juga sangat bagus buat adik kita yang sekolah online semoga nantinya bisa membatu amin"
"0","capek sekolah online malah makin goblok siapa ya gue lah "
"0","pen uninstall whatsapp tapi ntar ga bisa absen pas sekolah online dah lah serba salah"
"0"," sekolah online jadi bikin nilai gua menurun ulangan jadi menuruj jdi ga paham sama materi yang dikasih pengen bangtt cep "
"0","kebayang kalo aku sekolah online tiap hari pasti ngedumel "
"1","nih ya buat kalian anak kelas sekolah online les juga pasti online bisa nih tambahin ilmu kalian dengan nonton inibeneranlive dari zenius ada kelas biologi jam waktunya emang menit tapi kalo kalian maksimalin pasti bisa lah "
"0","gaada pinter pinternya ni sekolah online kek gini jiwa nyontek semakin menggebu gebu dibanding serius belajar"
"0"," setuju banget sih gimana kamu dimanapun itu tergantung dari sikapmu sendiri gimana kamu menyikapinya kebanyakan ngerasa sekolah online ga efektif ya karena materi dikirim nggak dibaca ada tugas nunggu contekan dahlah"
"0","ketika sekolah online kualitas otak tergantung dengan kualitas sinyalnya"
"0","selama sekolah online ngga ada jamkos lagii "
"1","yang terjadi sekarang mengeluhkan sekolah online karena ya emang rugi aja tapi mau gimana lagi mau pembelajaran normal normal aja ntar peningkatan kasusnya yg malah ga normal mau di skip dulu belajarnya gabisa juga lalu bagaimana "
"0","dahlah makin lama makin males sekolah online lama gak gue kumpulin tugas nya"
"0","sekolah online jadi bikin nilai gua menurun ulangan jadi menuruj jdi ga paham sama materi yang dikasih pengen bangtt cepet cepet masuk sekolah cororong cepatlah kau pergiiiiii"
"1"," walaupun banyak kendala sekolah online waktu belajar rasanya lebih banyak karena bisa atur sendiri dan ngga perlu buang waktu pulang pergi jam ke sekolah kalo kita bisa manfaatin waktu buat belajar mandiri dengan baik sekolah online bukan cuma ketiduran aja kok"
"0","sekolah langsung peemuan peama materi peemuan kedua tugas sekolah online peemuan peama tugas peemuan kedua tugas tiap peemuan tugas teross "
"1"," setujuuu ya karna skrg lagi pandemi mau gamau sekolah harus online"
"0"," gitu doang dibahas cuma logo doang njiritu loh yg diluaran sono tuh masih butuh bantuan kayak listrik air jalan diperbaiki hp buat sekolah online dll lah ini apaan coba logo aja dipermasalahkan ga penting banget sumpah"
"0"," betol sekali masuk sekolah aja udah bego apa lagi kelas online tambah bego anjir"
"0"," ini kapan diperbaiki ya internetnya los merah dari kmrn pagi sampai skrg sdh telp cs dm twitter masih aja slow respon halloooooo anak semua sekolah online butuh akses internet "
"0","gue dh muak sekolah online ashue sksksk ya allah gakuat "
"0","lu ngerasa ga si semenjak sekolah online peran guru disini gada mereka cuman dateng ngasih tugas terus nyuruh kita mikir keras iya kalo anaknya type yg suka bljr yang otaknya bisa nerima smua pelajaran kalo yang males bego apa mereka sanggup pinter engga makin tolol iya"
"0","jam jam anak sekolah online sinyal dimana mana susah "
"0","makin diterapin sekolah online makin sering mati listrik saat pagi pula heuh"
"1"," kadang jenuh tp aku mikir lg ya mau gimana ga ada yang ngira jg kita bakal sekolah kaya gini iya ga sih tp percaya taun atau lebih ntar kek gini jd bahan memori dulu inget ga jaman kita pjj online wkwk semangat kita "
"1","jujur ga masalah sekolah online karna emang demi mengurangi cptnya penyebaran covid asalkan gurunya masi tanggung jawab masuk kelas online beneran ngajar jangan cuma salam nyuruh absen share materi abistu ngasi tugas kenapa kriteria guruku seperti ituuu"
"1"," polisi sahabat anak kompi penggarangan satuan brimob banten mengadakan wifi during gratis bagi anak sekolah yang membutuhkan saat pelajaran online"
"1","hy hy semangat sekolah online nya yaa jangan lupa senyum ya ak egk jelas bnget "
"0","aku ngerasanya sekolah online tuh berasa lebih cape gitu masa "
"0"," mantap gngguan terus aja tiap hari gimana mau sekolah online kallo internetny gini"
"0","gak enak rasanya sekolah online tapi gak dikasih tugas "
"0"," heh pie ceritane omahku mati listrik hari beurut sakne sepupuku iki lho lagi sekolah online entu "
"0","iya sih as frustrating as it sortunds pmb online ini memaksa ortu melihat sendiri ritme anak nya gimana gue bersyukur sekolah anak gue tugas nya dikit dan pelajaran diajar x dalam seminggu yg susah tu benerin jam tidurnyaa errgh anak w ngepush rank mulu "
"0","makin hari makin males sekolah online"
"0","capek sekolah online gurunya mgasi tugas pada gak seusai jam nya bingung pan ngerjainnya "
"1"," intinya kembali ke diri masing masing memang jaalan yg diambik pemerintah cukup baik dengan mengganti pembalajarn ke online untuk mencegah penularan hanya saja yang dikeluhakan itu untuk kaum menengah kebawah dengan segala keterbatasan penunjang untuk mengikuti sekolah online"
"0","pen menyuarakan keluh kesah gw selama online class guru di sekolah apa ngga tau anak muridny udh suffer nih mikirin tugas yg trus trus dateng kita di sekolah punya mapel dan guru mapel itu nyuruh kita buat tugas tugas dan tugas"
"1","heh pie ceritane omahku mati listrik hari beurut sakne sepupuku iki lho lagi sekolah online entuk tugas dadi raiso hesss"
"1"," pagii moots semangat sekolah online nya hari inii oiya shav mau ngasi catetan kimia tapi maaf kalo jelek "
"1","embahnya ican nyemangatin sekolah online cucunya ayo yang rajin sekolahnya biar pinter ntar kalo udah lulus kuliah biar bisa beli mobil keren yang pintunya bukanya keatas me wow ambisius yah "
"1"," sekolah online aku selama dirumah jadi guru les dadakan tukang service hp tukang benerin email tempat sambat buk ibuk soal anaknya "
"0","sekolah online otak offline sekolah online pemasukkan offline "
"0"," capek banget ngajarin adek yg gak ngerti karna sekolah online berasa kaya kita yg sekolah lagi"
"0"," sekolah online tai kucing bukanya pinter malah bikin depresi "
"1"," berhentinya di kamu hiyahiya nitip ya kayg mau belajar b inggris tapi mager kejauhan waktu ga flexible aku buka les privat online via messenger materi bisa request cuma k perpeemuan bisa bantu ngerjain tugas sekolah kuliah juga minat dm thankyortu "
"0","sekolah online bukannya makin pinter mlh makin goblok "
"0"," guru pasti bingung gmn caranya biar siswa bisa tetep pintar dlm kondisi sekolah online dijelasin lewat zoom ntr siswa ngeluh masalah kuota atau ga cuma absen trus tinggal tidur lalu cara tau siswa bljar gimana ya dengan kasi tugas lah eh ntar malah suruh orng lain yg kerjain"
"1"," daripada mengutuk kegelapan lebih baik nyalakan lampu daripada nyalahin wabah nyalahin orang lain lebih baik bikin s "
"1"," nitip ya ka aku buka les privat online via messenger wa telegram buat temen yg pingin belajar b inggris tpi mager kejauhan waktu g flexibel materi bisa request cuma k peemuan bisa bantu pr sekolah juga minat dm ya thankyortu "
"0","aku jarang jbjb dulu ya lagi stress tugas semangat sekolah online semuanya "
"1","yang kerja kerjanya semangat yang sekolah kuliah online semangat jugak "
"1"," masih enak sekolah online dirumah gua dulu sekolah bangun pagi pulang sore anjing untung gua bolos"
"0","ternyata anak anak sd yang sekolah online daring itu malah orang tuanya yang stres sama tugasnya bukan anaknya yang ngerjain hmm "
"0"," keenakan rebahan pagi hari tau ketiduran sampe siang dan ga ikutan sekolah online wkwkw"
"1","terlalu nekat tapi biarpun pada sekolah online masih ada loh wali murid yang memaksa guru untuk datang ke rumah murid hanya karena orang tua gak sanggup nemenin anaknya belajar "
"0","mau jadi ddadda sehari aja gapapa nungguin wooseok gak pulang karna kerja daripada harus sekolah online gw ga kuatt"
"0"," nah bener bgt teh blm beres satu ada lagi notif tugas lg ya begitu aja terus siklus nya selama sekolah online ni"
"1","yang bikin marah banget adalah emang dari awal ini tanggungjawab mereka skr sekolah buka krna pembelajaran online banyak hambatan dan mereka nyalahin rakyat yg nga ikutin protokol first nih ya lupade pemerintah dr awal emang di pala lu isinya ekonomi doang bukan orang ih "
"0","iya aku pengen twitteran kayak dulu pas belum sekolah tapi kalo sekarang aku kyk dulu pasti tugasku engga ada yang kelar alias woi online school tugasnya seabrek mana deadlinenya hari doang ashue nangis "
"0","sekolah online bangun jam setengah buka hp ngisi list absen teros tidor lagi kontol "
"1"," pagi menjelang siang jan lupa sarapannya kelas online pantengin jan sampe engga bersyukur masih bisa sekolah fasilitas len "
"0","sekolah offline kapan sih ya allah sekolah online nih makin lama makin gak jelas "
"0","sekolah offline aja gak pinter pinter amat gimna online"
"0","pusing banget sekolah online di tambah pusing ga di kasih uang jajan"
"1","padahal bila waktu itu ditangani secara benar dan terprogram dengan baik maka proyek di era sby ini tentulah saat ini sangat berguna bagi anak anak sekolah yang harus belajar secara online utamanya yang tidak memiliki ponsel atau beratnya akan jatah kuota "
"0"," dikira sekolah online tuh gurunya leha leha gitu gua sebagai guru pusing tiap hari ngotak atik aplikasi bikin soal bikin materi banyak kelas ngrekap absen kalian murid kita jadii guru juga ga tiap hari bisa punya paketan jangan lemah jadi murid "
"0","ini masuk sekolah kapan siii udh pusing bgt belajar online"
"0","beginimi pro kontra dari belajar online bukan hanya deni tapi masih sangat banyak anak lain yang sangat membutuhkan fasilitas agar bisa belajar online harusnya sekolah bisa cri caralain bagi yg tdk ada fasilitas agar mrka bisa belajar juga sedih skali "
"0","ya allah bener bener kelakuan lagi sekolah online sempet sempetnya beli kemiri buset dahhh "
"0"," jujur sekolah online malah lebih sering liat hp ketimbang liat layar laptop sambil streaming dan request lagunya giya cortuple "
"0"," saya sering gitu mas ga bisa lama ninggalin anak anak apalagi kalo sekolah online gini ga tenang karena misalpun ada a kakek dan neneknya ya ga bisa nyentuh untuk urusan tertentu"
"0","ngajar online when sinyal wifi sekolah lagi gak stabil ni sungguh emosi ya udah jelasin panjang lebar trus anak pada diem aja gaktaunya google meetnya keluar dong pantes pada senyap "
"0","males bgt dah sekolah online masi aja ada eskul "
"0"," udah disiapin video penjelasan materi sebelum dikasih tugas gamau nonton bilang gada kuota tugas jarang ngumpulin besokan emaknya ke sekolah lapor anaknya main game online terus giliran ditanya bilang gurunya ga pernah ngajar makan gaji buta "
"1","daripada mengutuk kegelapan lebih baik nyalakan lampu daripada nyalahin wabah nyalahin orang lain lebih baik bikin solusi sekolah online mahal ansor gerakkan wifi gratis nasional ansorpedulipendidikan "
"0","sumpahhh gua ga ngerti banget sekolah online mo nangis ajalah kerjaannya cuma dikasi tugas doang tapi ga diajarin "
"0"," banyak yg ngatain bego goblok pd hal dr smp sampe kuliah sekolah diluar negeri lulus buat usaha lumayan maju yg ngata in sekolah aja paling cuma sampe sma juga dah baguskerja paling ojek online jualan batu cincin parfume oplosan sadar wooiiii gembel lu "
"1","menurutku memang kecurangan itu ga mungkin ga terjadi sih selama sekolah online ini kasian orang orang yang berusaha jujur dan nangkep pelajaran sebaik baiknya terus dikalahin ama orang yang modelnya kayak gitu"
"1","hoho akhir akhir ini selalu bangga sama diri sendiri why karena aku bener bisa membagi waktu sekolah online ku waktu belajar ku belajar sbmptn dan waktu latihan dan itu aku kerjain semuanya dalam hari dan tiap hari yah itu rutinitas ju pokokny mls diusir "
"1","pagii moots jangan lupa sarapan ya yg belummandidll semangat juga sekolah online nya hari inii yaa yg belom aku fbaku lnjut yaa satu pasti aku fb koq ingetin aku aja lewat dmklo aku belom fb klian yaa "
"1","sekolah online agar kita pinter ternyata mbah google juga lebih pinter"
"0","sekolah online bukannya makin pro dalam pelajaran malah makin pro dalam bermain papji"
"1","walaupun online class capenya minta ampun tetep udh nyaman di rumah dan gak kepengen sekolah offline"
"1","pagi semuanya inget ntar malem nd teaser bakal di up jadi harus semangat ya yang mau sekolah online atau yg lagi mau kerja jangan lupa sarapan juga okee "
"0","waktu itu kayanya ada yg share link buku sekolah online tp kok ilang ya adikku gaada buku paketnya mau coba cari disitu "
"0"," emg guru guru nya gak pada masuk bukannya kalau sekolah online juga guru guru harus stay di sekolah pasti seenganya kalau ada org disekolah gaakan kaya gini geli ih yaampun"
"0"," masih belum bisa ya mbak indihome pekanbaru ini gimana jadi nya keponakan pada mau sekolah online kalau begini mohon respon nya please berapa lama lagi baru bisa jaringannya "
"0","sekolah online dikasih tugas nunggu contekan nulis ngumpulin "
"1"," belajar online masih menuai kendala sebuah sekolah di brebes beri bantuan dana bagi siswa untuk membeli kuota internet liputa "
"0"," aku sbg anak guru ga terima juga kek ginii di kiraa guru juga enakk enggakkkk guru di sekolah juga bingung gimana caranya menyampaikan materi supaya anak didik nya bisa pahamapalagi kalo guru sd kelas ngajarr murid yg belum bisa baca scr online gmn ga ribet "
"1","ternyata ada sisi positifnya ketika sekolah online biasanya pagi emak emak pada kumpul ngegosip sekarang pada sibuk mengajari anaknya sekolah daring "
"0","udh goblok eh malah ditambah sama masalah jaringan emang g berkah sekolah online "
"0","sekolah online be like nunggu tugas copas brainly tidur pelajarannya kagak masuk otak"
"0","gamau online school maunya sekolah biasa maunya ketemu temen maunya dapet jajan maunya di sekolah "
"0","sekolah aku tutup and then tetap kena ada kelas online ke sumpah dowh aku dah tak larat nak hadap hw beubi tubi nii "
"1","dan buat kalian yang merasa mampu yuk mulai bahu membahu seenggaknya sekolah online masih sulit banget buat warga indonesia apalagi yang di pelosok harus mulai mikirin solusi yang tepat ah aku gemes kenapa orang jahat banget bikin virus"
"0","hhh sekolah online apaan mending lanjut bobo"
"0","apa apaan anjirr mtk w dikumpul ke sekolah sblm jam sekolah online hari ini aja belum mulai jancok"
"0"," cape dengan rintangan yg kita alami semua dalam perjalanan menuju comeback ini ditambah sibuk sama yg namanya tugas sekolah sekolah online ini sungguh sulit mata sakit bngt liat layar hp laptop terus "
"0","sekolah online passwordnyaa yang sekolah anaknya yang ribet bapaknya yang sewot mamaknya"
"0"," sekolah online atau daring tidak semuanya bisa dinikmati pelajar di lokasi nyaman di sebuah desa terpencil di kabupaten "
"0","sekolah tatap muka juga ada yg telat ntah guru atau siswanya apalagi online "
"1","have a nice day semua selamat sekolah online semangat ngerjain tugas semangat ulangan buat yang ada ulangan hari ini luv u all "
"1","pagii yg sekolah online semangat yg kerja juga semangat "
"1","pagii siapa tau ada yang cek di search tab butuh atau bagi pulsa gue abis menang kuis hadiah pulsa mau gue kasih aja nih yang butuh buat keperluan sekolah kuliah online dm nomor lo ke gue provider lokasi cth jakaa selatan serius nih terbatas yaaaa"
"1","belajar online masih menuai kendala sebuah sekolah di brebes beri bantuan dana bagi siswa untuk membeli kuota internet liputan sctv "
"1","mowning semangat buat yg sekolah kuliah online yg lgi penelitian yg kerja yg lgi pening yg baru mo tidur yg ga ngapa ngapain semangat pokoknya "
"0"," pas masih sekolah onlen kita sebagai siswa jenuh bla bla bla pembelajaran online tidak efektif bagi siswa "
"1","pagi teumeeee semangat yang hari ini sekolah online kerja dan di rumah aja sesi dimulai wib semangat jangan lupa selingi dengan channel yang berbeda agar tidak dianggap bot "
"1","pagi pagi jangan lupa ya sarapan nya semangattt sekolah online nya jangan lupa mandi skskskk have a nice day "
"1","desy ratnasari sebut peran orangtua saat sekolah online jadi tantangan pentingnya kejujuran "
"1","khususnya buat yang melaksanakan sekolah online jangan sampai lupa makan yaa jangan lupa minum jangan lupa sesekali tiduran atau menggerakkan badan "
"1","good morningg semangatt buat yg sekolah online semangat jg buat yg g sekolah "
"0","gaenaknya sekolah online tuhh pas lu disangka males karena ngumpulin tugas telat padahal jaringan lu aja yang anjinknya jelek muluu"
"0","baru sadar sekolah online jd bikin bego ketinggalan tugas ipa any gue"
"1"," sekolahonline desyratnasari proses pembelajaran secara online saat pandemi covid bisa dijadikan pembelajaran soal kejujuran dan juga ketangguhan dalam menghadapi hidup "
"1","salah satu kegiatan online di masa pendemik yaitu sekolah minggu online dengan aktivitas yang diberikan kaka layan adik adik layan jadi kreatif "
"1"," kisah catur di grobogan menjadi kuli bangunan supaya bisa beli hp untuk belajar daring berbuah manis kini dia bisa sekolah "
"0","mo maenn pabjii tapi sayang kuotaa buat sekolah online "
"0","kalo gue di posisi orang tua mending sekolah offline dari pada online gini ortu kesusahan memberikan penjelasan kepada anaknya karena setiap ortu memiliki kekurangan pemahaman dalam setiap pelajaran penggunaan paket data yg memerlukan biaya banyak "
"1"," pendidikan itu penting ibu itu educator peama buat anak anaknya aku ngajarin keponakan aku yg sekola "
"0","nyatanya sekolah online mengakibatkan cukup banyak murid yang jadi gak sopan dan terlalu nganggep remeh guru padahal ada tugas aja kerjaannya main hp yaa allah nakk "
"1","sorry tim sekolah offline but i want to have this online school til i graduate from highschool hehe"
"1","banyak orang yang sekolah biasa gamau berangkat pagi sekolah online gamau banyak tugas yang gua mau sekolah biasa tapi berangkat gimana gua dan ga banyak tugas its my dream "
"1"," semoga besok pagi udah membaik min susah nanti siswa yg sekolah online"
