"sentimen","tweet"
"1","Jangan golput klen yah Ayo dong dukung pilkada era covid ini dengan meriah"
"1","dukung pilkada karena suksesi kepemimpinan itu mendesak lalu challenge bagi daerah untuk tingkatkan penerapan prokes "
"1","Ayookkk gaesss kita dukung proses perekaman E KTP menuju pilkada kota semarang 2020 yang tertib"
"1","Lanjuntukan Pilkada serentak pada bulan Desember tgl 9 mendatang jugan ditunda apa bila ditunda maka covid 19 akan lebih parah "
"1","Lanjuntukan Pilkada kampanye pindah online nyoblos juga online aja"
"1","Prokes adalah prioritas pilkada dpt dilaksanakan dalam kerangka protokoler kesehatan yang ketat "
"1","Mendagri mengemukakan suksesnya pilkada 2020 sangat bergantung pada kepatuhan masarakat menerapkan prokes"
"1","Lanjutkan Pilkada 2020 sudah ditengah jalan kok minta ditunda Lanjutkan"
"1","Satgas Covid 19 Kepatuhan Prokes di Pilkada Tertinggi 96 Persen "
"1","Tentunya tetap menerapkan Prokes Pilkada aman dan damai"
"1","Yuk siap2 menentukan Pilkada hari ini yakinkan diri bahwa pilihanmu orang yang tepat menjadi Pemimpin"
"1","Pilkada sudah dekat prokes harus ketatdemi keselamatan bersma"
"1","Selamat Pagi Selamat menyoblos bagi sahabat yang ikut pilkada jugan lupa menerapkan prokes dan 3M"
"1","Untuk menghindari kluster pilkada diharapkan tetap mematuhi Prokes mencuci tangan memakai masker dan menjaga jarak"
"1","Wakil Ketua MPR RI Fadel Muhammad menyatakan bahwa Pilkada 2020 itu berjalan normal meski di tengah Covid 19 "
"1","Kapolri tegaskan netralitas polri pada pilkada serentak 2020"
"1","selalu mengedepankan kampanye sehat berantas covid 19 di pikada"
"1","Mari ikuti terus mengawal proses peningkatan disiplin protokol kesehatan di daerah Pilkada"
"1","Pandemi Covid 19 tak membuat tahapan Pilkada terganggu semua petugas Pilkada menaati protokol kesehatan cegah Covid 19"
"1","Patuhi protokol kesehatan seperti saat kamu mengikuti pilkada kemarin ya jngan bandel bandel lagi"
"1","Kerja keras dari semua pihak diharapkan tidak kendor tidak berhenti untuk sukseskan pilkada"
"1","Pilkada ini menjadi momentum untuk Indonesia Bangkit sebagai negara maju di dunia"
"1","Kesuksesan dari pilkada serentak 2020 yang aman covid19 juga berawal dari kerja keras dari seluruh pihak"
"1","jangan Lupa 9 Des datang ke TPS untuk pilkada menjemput takdir perubahan Depok"
"1","Tahapan Pilkada serentak berjalan kondusif meski masih di era pandemi Covid 19"
"1","Mari kita sambut pesta demokrasi yang damai sejuk serta bebas covid 19 "
"1","Pelaksanaan protokol kesehatan selama pilkada juga sudah diatur dalam peraturan Komisi Pemilihan Umum PKPU"
"1","Pilkada nantinya pun akan berjalan aman dan tetap menerapkan Protokol Kesehatan "
"1","Pelaksanaan pilkada tgl 9 Desember bisa dijalankan dipastikan dengan usaha yang sungguh2 semua pihak semua sudah memiliki masker"
"1","gerakan masif bagi masker pakai masker terjadi di daerah yang menggelar Pilkada "
"1","Jangan ragu datang pilkada ke TPS ya Pastikan bawa identitas diri dan alat tulis pribadi"
"1","Mari ikuti terus mengawal proses peningkatan disiplin protokol kesehatan di daerah Pilkada "
"1","Piknik yuk ke pantai Nikmati angin sepoi sepo jadikan pilkada 9 desember 2020 dengan santai Yang penting damai"
"1","Pilkada aman dari Covid Tak perlu merasa khawatir memilih di tengah Pandemi "
"1","Pilkada aman petugas KPPS yang bertugas di TPS harus menjalani Rapid Test sebelum bertugas"
"1","Taati prokes dukung Pilkada untuk bangun daerah agar segera ada kebijakan menanggulangi covid"
"1","maju terus jangan kasih kendor pahlwan covid 19 sukseskan pilkada"
"1","Pilkada sudah di depan mata Mari kita rayakan pesta demokrasi dengan sukacita"
"1","Indonesia menjadi bangsa di segani dunia Indonesia bisa melaksanakan proses demokrasi lokal di tengah pandemi Covid 19"
"1","Yang penting Pilkada damai ikuti ProKes dam aman lancar jaya"
"1","Yuk siap2 menentukan Pilkada hari ini yakinkan diri bahwa pilihanmu orang yang tepat menjadi Pemimpin diDaerahmu"
"1","Selamat menyoblos bagi sahabat yang ikut pilkada jugan lupa menerapkan prokes dan 3M"
"1","Bersiap pilkada Mudah2an prokes nya bagus demi keamanan bersama"
"1","Gunakan hak pilih jangan golput tetap legowo dan tenang abis pilkada taat prokes"
"1","Cegah terjadinya klaster Pilkada Butuh Komitmen bersama terapkan Prokes"
"1","Hadapi pilkada dengan prokes hrs tetap jalan trus beda pilihan jugan sampe berantem"
"0","Cluster Pilkada sedang dalam pembuatan mari kita simak"
"0","kalau skrg si malah bener golput lagi corona gini temenku yang tetangganya positif malah jaga tps"
"0","Banyak spanduk yang bilang Jangan Golput ayo memilih buat kena corona maksudnya"
"0","Berharap konser yang udh di set sedemikian rupa tu tpp jalan ditengah pandemi buat ngilangin suntuk eh malah dibatal"
"0","Aku tu pengen fokus belajar Bapakku malah telponan keras banget ngomongin pilkada"
"0","Sukses Pilkada serentak Indonesia Rabu 9 Desember 2020"
"0","Selamat dan Sukses Pilkada Serentak Rabu 9 Desember 2020 Coblos pemimpin yang bersama melayani rakyat"
"0","Pilkada berlangsung sukses Pilkada yang dikhawatirkan jadi klaster baru Covid tidak terbukti bravoo"
"0","Golput aja elah Pilkada ga masuk akal Udah tau pandemi banyak rakyat yang kehilangan pekerjaan karena wabah ini"
"0","Cuaca dan kondisi pandemi ini mendukung banget untuk golput astaghfirullah"
"0","Coblos apa gak pandemi kaya gini malah pilkada Mosi Tidak Percaya"
"0","Pilkada 2020 Ditengah pandemi semoga aman dan sehat tanpa cluster pilkada sayang masih saja dengan cara tidak"
"0","Gile kamu blum ditambah cluster baru dampak pilkada mikir dong"
"0","Tak kandani yo aku wes 2x Pilkada ora nyoblos salah satu paslon mergane ora ono sing sreg Wes tak blak ke sisan"
"0","Pas pilkada kemaren ditanyain sama abang grab kenapa ga nyoblos ya buat apa tidak efek apa2 juga buat saya"
"0","Mmng pada laki laki pada nyoblos sekarang percuma cuma pilkada abal2"
"0","Di rumah ngga ada satupun yang ikut nyoblos di Pilkada hari ini tidak usah ditanya alasannya Udah jelas Jakarta tidak"
"0","Ehh kemarin nyoblos pilkada ya Bukannya mau golput sih cuman ketiduran jadinya tidak nyoblos Baru sadar sekarang lagi kan ANJIM"
"0","Pilkada teraneh Nggak dateng terus disamperin ke rumah bertetep bisa nyoblos dan pilihan calonnya cuma 1 Udah pasti"
"0","pilkada aku tidak dapat surat buat nyoblos ntar udah dateng malah gak boleh"
"0","Pengen nyoblos aja pilkada berikutnya tapi mau tak gambarin emoticon eeq aja nanti"
"0","Euforia pilkada pada mau Nyoblos maaf nih kami ora Wkwk"
"0","Besok bakal golput untuk pertama kalinya sebagai bentuk kekecewaan karna tetap melaksanakan pilkada dalam situasi pandemi"
"0","tidak pandemi aja aku golput apa lagi situasi kayak gini udah tidak usah malu buat tidak milih memilih untuk tidak milih"
"0","Pilkada banget bos Lagi pandemi gini kemaren bokap temen gw meninggal gara2 covid Golput aja lah stay di rumah"
"0","sebenarnya selaras atau tidak Saat pandemi kita nyoblos kita gak nyoblos juga golput Kalau kita nyoblos juga ga"
"0","Gak korona aja aku golput apalagi ini lagi pandemi mending molor lah bukan ga cinta tapi milih juga percuma"
"0","Mari kita lihat esok angka golput dengan kesadaran masyarakat soal bahaya pandemi ini gak ya"
"0","Seperti memilih sedikit bangsat diantara bangsat lainnya Daripada corona mending golput Pilkada 2020"
"0","Kalau dalam mslh pilkada Medan dr jaman batu ampe jaman corona skrg 1 pun gk ada yang beres pejabatnya"
"0","golput lah gw takut korona gini malah pilkada heran deh sama pemerintah"
"0","Aku Golput Gais Udh tau korona malah ngadain pilkada ini apa maksudnya yakann Ayuk golput"
"0","Orang orang partai kenapa ya ambisi banget ngadain pilkada mana ngajak warga lagi musim Corona"
"0","tante ku anak hukum tapi golput alasannya korona bijak sekali kan"
"0","Golput tim takut korona mending dirumah tidur selimutan jangan membahayakan diri"
"0","Golput pilkada Takut corona Takut hujan bahaya banget nih "
"0","Hahaha goblok aja petugas pilkada kalau mau nyamperin pasien corona bisa nular tuh"
"0","salah siapa tidak corona di coronakan habis kan rakyatnya buat pilkada udah itu yang di coronakan golput aja wkwk"
"0","Ingat Pilkada ntar Golput aja ya Soalnya di brazil masih korona"
"0","Hari ini kami sekeluarga golput Najis tralala jam nyoblos calon pengkhianat yang cuma baik wktu kampanye doang disampi"
"0","Pak presiden dan jajaran saya ijin golput ya soalnya saya gamau mati muda karna korona pak saya belum nikah soalnya Pilkada 2020"
"0","Jangan golput biar mati terkena corona nah lo masih mau pilkada ke tps"
"0","pilkada masih korona lurd mending di rumah teros golput enak tidur"
"0","Gak korona aja aku golput apalagi ini lagi pandemi mending molor lah "
"0","Golput kayanya pilihan terbaik untuk meminimalisir kasus korona Buat yang tinggal di daerah tersebut"
"0","Aku golput di pilkada kali ini Disaat corona gapapa kan ya"
"1","Hati pilkada selalu ingat prokes Jng menyentuh bagian muka habis coblos cuci tangan dengan sabun "
"1","Pulang pilkada langsung kekamar mandi rendam pakaian diair sabun dan mandi yang bersih "
"1","Tolong pak soal Pilkada nanti diterapkan Prokes yang sangat ketat dan tegas bagi yang melanggar"
"1","Pak anis baswedan tolong kasih statement pilkada lanjut terus bila perlu dipercepat"
"1","pakailah masker dimanapun anda berada dan jangan golput pilkada jadilah warga negara yang baik"
"1","Pilkada ditengah pandemi di sini tiap undangan beda jamnya Dateng sesuai jam masuk TPS cuci tangan dicek suhu dikasih nomer antrian"
"1","Besok pilkada Jangan lupa dateng ke rumah aku karenaa rumah aku tps"
"1","Terkait Pilkada warga disuruh jangan takut dateng ke TPS karena penjagaan yang ketat"
"1","kalau aku pilkada tetap diselenggarakan tapi ada aturan nya kampanye tanpa dangdutan bisa kampanye lewat sosmed"
"1","Dateng milih pulang tidak usah ngobrol ngegosip kiri kanan Anak anak kecil gausah diajak"
"1","Tadi siang udah ikutan ngasih hak suara di Pilkada 2020 TPS yang aku datengin tadi siang tidak rame"
"1","Besok pas Pilkada katanya dateng langsung aja ke TPS bawa KTP"
"1","kalau suara aku tidak terpakai sayang apalagi kalau menguntungkan salah satu pihak Sorry aku tidak rela tetep nyoblos"
"1","Pemerintah sangat bijak dengan tidak menunda jadwal Pilkada sesuai dengan jadwal yang di tentukan"
"1","Pilkada harus berjalan suara adalah hak Bisa diambil bisa juga tidak silahkan bijak"
"1","Ayo Guys gunakan hak pilihmu dalam Pilkada 2020 jadilah bangsa yang cerdas dengan menggunakan hak pilih jadilah bangsa yang bijak"
"1","Semoga kita bertambah bijak seiring dengan siapa Paslon pilkada terpilih nanti di tiap daerah beserta kebijakannya"
"1","Bijak Bermedia Sosial Sambut Pilkada 2020 berantas informasi hoax"
"1","buat yang di daerahnya mengadakan pilkada good luck and stay safe pls pilih pemimpin dengan bijak jugan lupa minta sama Tuhan "
"1","Tuk rakyat Indonesia yang akan mengikuti Pilkada Nasional secara serentak agar menggunakan Hak Pilih yang bijak"
"1","Gunakanlah hak pilih di pilkada dengan bijak Kita boleh pilih kotak kosong drpd tidak memilih sama sekali"
"1","Golput karena pilkada dilaksanakan saat pandemi itu menuruntuku bukan hal yang bijak"
"1","Selamat melaksanakan Pilkada para follower Gunakan hak pilih dengan bijak"
"1","Sebagai millennials yuk perdalam lagi pengetahuan berpolitik kita apalagi jelang musim Pilkada ini harus bijak bersikap"
"1","Share Update segala informasi yang bermanfaat untuk kita semua serta wujudkan Pilkada Damai agar dapat dengan lancar dan kondusif "
"0","Pak jokowi yang saya hormati guna menekan kasus COVID 19 ada baiknya PILKADA 2020 DITUNDA"
"0","di daerah lagi pada kampanye pilkada ya sebaiknya gak ikut2an sesuatu yang mudlarat kan"
"0","Tolong Pilkada di tunda bahaya orang banyak Bijak dikit kek ambil tindakan"
"0","bilasaja bijak maka pilkada ditunda saja sampai kondisi kesehatan rakyat NKRI harga hidup sudah aman dari serangan massal covid"
"0","Abaikan Partai politik besar yang sekarang mencari Dukungan untuk kepentingan mereka di pilkada serentak"
"0","Fuck kebijakan pilkada yang gak bijak pada mikir efeknya tidak sih"
"0","Mengabaikan keselamatan dengan memaksakan kehendak pilkada serentak di tengah suasana pandemi itulah cermin sikap tidak bijak"
"0","Kenapa pilkada dibolehkan kegiatan agama dihalangi Bukan begitu seharusnya cara berpikir kita"
"0","This country is a joke Pilkada masih jalan aja padahal lagi pandemi"
"0","Smemangat buat pilkada Smemangat buat tidak dateng ke TPS"
"0","Kalau pemerintah tidak mau menunda pilkada tinggal rakyat tidak usah ada yang dateng ke TPS"
"0","Pilkada kalau semua rakyat kompak boikot tidak dateng ke tps biar yang menang kotak kosong"
"0","Niat besok pas pilkada ngga dateng ke TPS eh malah dijadiin panitia hidup mmemang sebangsat itu"
"0","masih tidak ngerti kenapa pilkada tidak dilakuin voting online aja daripada tetep dateng ke tps pas kondisi pandemi"
"0","Kayaknya baru kali ini tidak nyoblos di pilkada atau pemilu Bener2 tidak Dateng ke TPS"
"0","ngausa temenan sama yang hari ini dateng ke TPS buat nyoblos pilkada"
"0","Dari pada kenapa kenapa tidak usah dateng ke TPS pilkada ya kan"
"0","Mau pilkada malah banyak menteri ketangkep KPK haha dan masi mengharap pada dateng ke TPS Ha ha"
"0","Mau ada pilkada kan Buat rakyat yang waras jangan ada yang dateng ke tps tidak guna juga kita orang milih"
"0","Udah beberapa pilkada pilpres saya pasti golput dateng tapi merusak surat suara"
"0","Tips merayakan pilkada 2020 di tengah pandemi covid 19 tidak usah dateng ke TPS"
"0","Kontestan Pilkada banyak langgar Prokes Covid apakah Bawaslu KPU bisa dipecat"
"0","Kalau peserta pilkada tidak mampu mencari trobosan agar lalu dipilih tanpa melanggar prokes artinya dia tak pantas dipilih"
"0","cara menaati prokes saat pilkada adalah dengan diam dirumah dan tidak memilih"
"0","Lucu ya Waktu pilkada sama kampanye gak ada tuh satpol PP turun ke lokasi yang rame kerumunan seperti cafe rumah makan"
"0","Demi Pilkada PSBB ditolak disuruh damai dengan Corona malah diklaim bisa ningkatin imun"
"0","Pengen nonton bola aje susah Pilkada banyak pelanggaran prokes nye aje lanjut terus"
"0","Pilkada suruh datang ikuti prokes Apa ndak virtual aja pilkadanya"
"0","Pilkada langgar prokes covid lebih bak ditunda saja lah"
"0","Pilkada baru langgar prokes makanya jugan kebanyakan daging babi"
"0","Egois dan tak bisa mengatur anak buah menjadi penyebab pelanggaran prokes saat pendaftaran Pilkada yang dilakukan Cakada"
"0","Memaksakan diri untuk melaksanakan pilkada di tengah pandemi yang kian meraja sungguh kebodohan sosial bagi bangsa ini "
"0","TNI Polri di garis depan prokes Pilkada dan kabarnya mereka paling banyak terpapar"
"0","Lawan Pilkada yang Cuma bikin gaduh warga yang berjuang dengan corona"
"0","tolak PIlkada yang calon calonnya tidak mengindahkan prokes harus ada temuan cara Pilkada yang aman dan sesuai Prokes"
"0","minta tunda pilkada malah lanjut minta batalkan omnibus law malah disahin "
"0","Masa PILKADA doang yang tidak bisa di batalkan sakti banget"
"0","Liga di batalkan Layangan di bubarkan pilkada tetep jalan"
"0","Sepakbola tanpa penonton tidak di ijinkan Pilkada banyak orang di ijinkan padahal sama sama menerapkan protokol kesehatan"
"0","Pilkada dilanjuntukan liga di batalkan lucu sekali indonesia ini"
"0","Kalau Gibran kalah di Pilkada kira2 di batalkan tidak Pemilu nya"
"0","berharap pilkada serentak 9 desember 2020 di batalkan karena kasus pandemi covid 19 terus meningkat "
"0","Jokowi harus bertanggung jawab jika jumlah kasus baru Covid 19 di Indonesia kembali mengalami lonjakan paska pilkada"
"0","Udahlah pilkada serentak batalkan tidak usah ngotot ini tuh lagi pandemi"
"0","batalkan pilkada brengsek udah bikin emosi aja kagak di dengar"
"0","Cuti akhir tahun di batalkan pasar ditutup tapi pilkada tetep lanjut wkwkw"
"0","Batalkan Hasil Pilkada 9 Des 2020 karena bersumber dari korupsi Dana Sosial Bansos "
"0","batalkan pilkada karena mengundang kerumunan banyak orang di masa pandemic"
"0","Cara paling mudah mengurangi angka covid 19 adah BATALKAN PILKADA"
"0","Sepertinya saya bakal golput untuk pilkada kali ini Terlalu mahal ongkos untuk pulang"
"0","Mungkin perlawanan kita bisa dimulai dengan golput pilkada"
"0","Pilkada golput serangan Fajar tampani model apaan tuh"
"0","Dengan tidak menunda pilkada maka Presiden jokowi sudah membuat keputusan yang tidak bermoral "
"0","Sebelum pilkada ditunda hingga ada vaksin aku akan terus mengajak golput"
"0","Pilkada sebaiknya kalian golput Nyawa kalian tidak sebanding dipertaruhkan"
"0","Bicara pilkada Golput juga pilihan memilih untuk tidak memilih"
"0","Jika melihat hasil perolehan suara pilkada 2020 mayoritas dimenangkan GOLPUT"
"0","Dugaan saya akan ada aksi GOLPUT PILKADA secara Nasional massal"
"0","kalau pilkada golput aja gaiss tidak butuh wakil Rakyat Percumaa tidak guna"
"0","tidak usah pusing kalau pemerintah ngeyel mengadakan pilkada Golput saja"
"1","Semoga pilkada lanjar jaya covid segera tuntas aamiin ya allah"
"1","Tentukan Masa Depan Daerah akunakan Hak Pilih Disiplin Protapkes AKB"
"1","Tetap waspada terhadap penyebaran covid 19 dalam pelaksanaan pilkada 2020"
"1","Tetap gunakan hak pilihmu tapi ingat Jangan ada penumpukan dan kerumunan di TPS pilkada sehat"
"1","Jangan lupa di 9 Desember pakai masker coblos calon yang bener"
"1","Paslon Partai Pendukung dan Simpatisan Paslon pada Pilkada 2020 harudisiplin dan mematuhi protokol kesehatan "
"1","Smemangat Pilkada Serentak Harus Mampu Melahirkan Pemimpin Daerah Berkualitas"
"1","Keberhasilan Pilkada harus diimbangi dengan keberhasilan penanganan covid"
"1","Partisipasi pemilih menjadi salah satu kunci sukses pelaksanaan pilkada"
"1","Mari bersama sama kita sukseskan Pilkada 2020 demi mewujudkan perhelatan demokrasi yang sehat aman dan berkualitas"
"1","Jangan lengah Sayangi diri kita keluarga kita dan negara kita Bersatu wujudkan Indonesia sehat dan pilkada yang bermartabat "
"1","Kita menerapkan protokol demokrasi dan sekaligus protokol kesehatan untuk melaksanakan pilkada yang sehat "
"1","Bagusss nih Erick Ingatkan Pilkada 2020 Perketat Protokol Kesehatan"
"1","Pilkada merupakan wujud pelaksanaan perjuangan segenap stakeholder negara untuk melanjuntukan demokrasi "
"0","Proses pilkada akan membuat sebaran pendemi corona makin parah"
"0","kalau tetap ngadain pilkada ya silahkan yang nyoblos tidak  datang jangan salahkan saya pun tidak nyoblos "
"0","Makin muak aja aku liat pilkada tahun ini tidak tau tempat dan miskin nurani"
"0","Percuma berwawasan luas kalau Pilkada kemarin kamu masih ikut nyoblos"
"0","Pilkada aku tidak akan nyoblos mau mati kali ya anjir pilkada nyoblos"
"0","Pilkada serentak tetap di paksakan mereka tidak perduli sm nyawa kita jadi pilkada nanti jangan nyoblos mending di rumah aja"
"0","dah lah besok kalau ada pemilu pilkada nyoblos angin aja lah"
"0","Males ngikutin pilkada nyoblos saat pilkada gara ini sedang covid"
"0","kalau Pilkada tetap dilaksanakan saya tidak akan nyoblos ke tps"
"0","mengapa kampanye pilkada tetap jalan walau banyak yang tertular biar nanti yang mati dihitung nyoblos"
"0","pilkada nyoblos apaan calonnye tumbang semua kena covid tidak jelas"
"0","Menang Pilkada gunakan jasa ormas radikal intoleran politisasi ayat mayat dan dukungan politisi busuk"
"0","Pemerintah Indonesia ngotot melaksanakan PILKADA padahal angka pertumbuhan kasus positif CVD terus meningkat "
"0","Pilkada serentak diteruskan Panitia semua pake APD Ntar mati lagi karena kelelahan "
"0","Bibir dikulum nelan manga Assalamualaikum Yuk kita nyoblos untuk pilkada"
"0","Dan sepertinya Desember nanti rakyat akan bungkam suara Golput Pilkada"
"0","Dengan dilanjutnya Pilkada 2020 tanpa kehendak untuk Tunda Pilkada Pencegahan dan penangkalan Covid 19 pastinya menjadi Gatot"
"0","Jangan berpesta pikada diatas derita dan musibah wahai pejabat yang terhormat"
"0","Mau tunggu berapa nyawa lagi jadi korban Mr President jokowi Segera Tunda Pilkada"
"0","Rakyat bertaruh nyawa sementara Negara pesta pora pilkada tolong otaknya dimana"
"0","Tuntutan Tunda Pilkada dianggap angin lalu Penyelenggara Negara tidak memberi contoh yang baik untuk Rakyatnya"
"0","Klaster Pilkada Mulai Terbentuk Dinkes Minta Bawaslu Jalankan Maklumat Kapolri"
"0","Kasian ya jadi rakyat Indonesia Minta Tunda Pilkada eh tetap lanjut"
"0","Tolol banget yang ikut2 kampanye pilkada ntar positif covid susah sendiri Lo kira itu yang nyalon itu mau bayarin biaya sakit lo mimpi "
